AT,BE,CH,DE,DK,ES,FI,FR,GB,IE,IT,NL,NO,PT,SE
0.28686386,0.040195543,0.3759327,0.48874384,-0.356511,-0.07002176,-0.75046206,-0.43483388,0.043887146,-0.6442559,0.034604248,0.39177063,-0.6371776,-0.0538389,-0.55058604
0.077156745,-0.17078821,0.34492642,0.14327252,-0.7236539,-0.17763643,-0.67123455,-0.45874143,0.0986696,-0.80955565,-0.09907236,0.09590163,-0.46242484,-0.07612965,-0.5963886
-1.0967492,-1.2149459,-0.5147257,-1.1939812,-1.8710434,-1.2858518,-1.015263,-0.90916234,-0.6110353,-1.6504126,-1.2147115,-0.97454184,-0.75615984,-1.2874951,-0.8517431
-1.6268308,-1.484912,-0.90686935,-2.0330222,-1.9892883,-2.0659182,-1.1594748,-1.1374102,-0.69969064,-1.9583375,-1.9664043,-1.5960653,-0.9225012,-2.0080163,-0.83557194
-1.5527718,-1.4228022,-1.1667664,-1.9201494,-1.8991952,-0.9905266,-0.6319341,-0.9833848,0.2834371,-0.829279,-0.36859602,-1.2913574,-0.8122859,-0.5964581,-0.20598716
-0.04100897,-0.08706876,-0.01154923,-0.15567376,-0.6001248,-0.44032452,-0.6678874,-0.47486806,0.44519553,-0.64143825,-0.15122244,0.09953938,-0.87544394,-0.36747825,-0.44637904
-0.11174006,0.10579844,-0.16281924,0.25691614,-0.13344014,-0.1966284,-0.5662675,-0.4566695,0.39150628,-0.6132621,-0.028827146,0.29675695,-0.44674265,-0.31245598,-0.4177313
0.0954819,0.08418786,0.17677474,0.30962995,-0.06774748,-0.23481256,-0.60509646,-0.3711926,0.48812053,-0.3556516,0.18602267,0.26256576,-0.4979124,-0.25558338,-0.4858868
0.0027186605,0.012167196,-0.21250331,0.20537104,-0.45176762,-0.22032149,-0.64674205,-0.46088344,0.23708872,0.44575864,-0.056664493,0.35044584,-0.53166336,-0.20692231,-0.6984601
-1.2647089,-1.2171395,-1.0568448,-1.1973405,-1.672261,-1.2089676,-1.1988399,-1.0958378,-0.56538606,-1.5285845,-1.313013,-0.8814893,-0.94830793,-1.3341585,-1.2131178
-1.7820684,-1.372473,-1.0752964,-1.7229298,-1.8877463,-1.8463733,-1.4161237,-1.2482747,-0.58787495,-1.8562329,-2.0204468,-1.089024,-1.0351686,-2.0463767,-1.2770584
-0.084862985,-0.08934416,0.37999228,0.16150492,-0.25406045,-0.4318105,-0.9501646,-0.4829447,0.23414852,-0.7808434,-0.2959193,0.45765173,-0.6215133,-0.56267905,-0.6840592
0.15905127,-0.01772907,0.18894954,0.3938187,-0.21971935,-0.23853947,-0.98464197,-0.3848304,0.2962189,-0.70342577,-0.17210242,0.27706078,-0.5460812,-0.25846732,-0.77128005
-0.17737347,0.103076525,-0.057235416,0.19438246,-0.47399127,-0.098974995,-1.0277432,-0.47731748,0.4742724,-0.71201307,-0.15531096,0.42803684,-0.63930666,-0.39716458,-0.5049245
-1.6743078,-0.048520263,-0.4428795,-1.0762641,-0.2930968,-0.14300717,-0.8823193,-0.58720833,0.4504659,-0.4788216,-0.075803064,0.25500584,-0.7179829,-1.7748195,-0.42167953
-0.8760046,-0.12277444,-0.2400807,-0.44851947,-0.698518,-0.16543916,-0.7941989,-0.65060055,0.06743316,-0.7165744,0.0143209025,0.10340494,-0.85834974,-0.92053735,-0.5611517
-1.5025148,-1.1854552,-0.4232242,-1.3162634,-1.8901585,-1.1979736,-1.2621346,-1.1645342,-0.6926006,-1.6045257,-1.0980791,-0.9904864,-1.2465461,-1.580324,-1.1765602
-1.8344738,-1.4772747,-0.38693804,-1.7577144,-1.9848765,-1.9479827,-1.3873942,-1.3936547,-1.0214958,-2.057759,-1.7402562,-1.2418185,-1.2946491,-2.095554,-1.1984499
-0.1810385,-0.09604659,0.31961647,0.24136811,-0.3637351,-0.42259434,-0.74189687,-0.6270552,-0.789143,-0.95593804,-0.23028395,0.4286903,-0.9946338,-0.59277046,-0.62760705
-0.0036428175,-0.079269566,0.2812474,0.33824408,-0.27144364,-0.28205565,-0.7959119,-0.44297332,-0.0043796394,-0.8145203,-0.032781206,0.21851248,-1.0636057,-0.33078745,-0.6252325
0.0875619,0.05014827,-0.017696327,0.3764519,-0.13047497,-0.19655651,-0.7589305,-0.4543486,0.19243355,-0.8241807,-0.061224263,0.36135975,-1.1078328,-0.27647063,-0.6825135
0.06485538,0.0775673,0.14985949,0.32476768,-0.039486006,-0.10191312,-0.7105556,-0.429226,0.19791903,-0.85343,-1.7912197,0.45105836,-1.1289277,-0.17382088,-0.7659412
-0.19384538,0.037962034,0.020385396,0.10550105,-0.3345197,-0.06953398,-0.7649131,-0.47590384,0.18424147,-0.9827722,-0.96222377,0.3178174,-1.160657,-0.25668654,-0.8579812
-1.2471,-1.0175699,-0.852355,-1.2642447,-1.5091116,-1.1334304,-1.3046532,-1.0349147,-0.5609854,-1.836107,-1.3885163,-0.8758052,-1.36884,-1.436787,-1.3411392
-1.6945287,-1.5100965,-1.0654451,-1.7987131,-1.7110829,-1.7491499,-1.3113588,-1.3317889,-0.8401437,-2.252846,-1.9547023,-1.3902359,-1.4423397,-2.0199997,-1.407665
-0.2192054,-0.0869469,-0.24619924,0.11187928,-0.20570393,-0.11803818,-0.6206751,-0.7175288,0.17786865,-2.0018094,-0.22728932,0.19824809,-1.0859166,-0.37323302,-1.2182881
-0.20618822,0.07833847,-0.13784923,0.27245173,-0.0995603,0.26880553,-0.74353373,-0.65627086,0.2946324,-0.80351794,0.236608,0.3684647,-1.0359972,-0.05166695,-0.6726647
-0.09518422,-0.07147038,0.048894558,0.272161,-0.16163015,0.51718867,-0.6856094,-0.66080755,0.36148828,-0.6215805,0.36145097,0.20614907,-0.98061424,0.13138925,-0.6193738
0.11346989,-0.10705419,-0.07389485,0.21948569,-0.19823697,0.622439,-0.58252835,-0.6644293,0.20260705,-0.70852405,0.12628467,0.11539864,-0.8718905,0.035834767,-0.5673615
-0.24738823,-0.16969144,-0.3604644,0.035180632,-0.6319829,0.42172828,-0.54873556,-0.7076139,0.10632473,-0.6917528,0.11680392,0.08484585,-0.90391946,-1.4920049,-0.6784533
-1.2085959,-1.0793132,-1.1762075,-1.3551278,-1.7028439,-0.8273409,-1.0352663,-1.2190397,-0.57524526,-1.5711168,-0.95748734,-0.89317054,-1.2064126,-1.6647463,-1.1324298
-1.6724966,-1.4824748,-1.1011262,-1.7844214,-1.7613869,-1.5043498,-1.1657794,-1.4249963,-0.6168165,-2.0040908,-1.708591,-1.2317007,-1.2960885,-1.920675,-1.2344171
-0.14708462,-0.17619109,-0.06949876,0.10264674,-0.34745803,0.51139843,-0.61503774,-0.7176887,0.17266971,-0.87838596,0.014313015,0.3737511,-0.9663278,-0.43744555,-0.6805888
-0.08911796,0.05615951,-0.023678891,0.23951735,-0.07767882,0.594159,-0.6922797,-0.6660379,0.21741396,-0.7181845,0.35645387,0.3781569,-1.0324919,-0.056611538,-0.7064122
0.009079644,0.11826933,-0.16743013,0.2452011,0.09864937,0.372436,-0.8057036,-0.59283954,0.10278371,-0.7536059,0.31508034,0.32679883,-1.0078515,-0.09370741,-0.71467346
0.0066364543,0.13216165,0.13582113,0.2827014,0.12970869,-0.11676296,-0.7688484,-0.5583785,0.16548179,-0.76595026,0.5008735,0.29147056,-1.0048916,-0.11497848,-0.75464517
-0.23323363,-0.018298397,-0.016664574,0.16494064,-0.41313094,-0.17886932,-0.69268394,-0.6275966,0.021972142,-0.93326265,0.22674789,0.28237584,-1.0454724,-0.1918594,-0.8537663
-1.3267616,-1.1004763,-0.5944237,-1.2383014,-1.7893846,-1.1094221,-1.1598146,-1.1390458,-0.5359151,-1.7180352,-1.0249398,-0.8900158,-1.2716547,-1.3084388,-1.3302367
-1.6316333,-1.5324384,-0.69966304,-1.8275232,-1.9012848,-1.7281086,-1.4635031,-1.3598983,-0.8695697,-1.9066818,-1.7169365,-1.5094935,-1.2623883,-1.9289086,-1.3222425
-0.013458036,-0.030890208,-0.18334402,0.058003847,-0.34529516,-0.072758995,-1.1279404,-0.6344703,-0.051508658,-0.91836953,-0.0758283,0.49050733,-0.87083083,-0.09190536,-0.7565419
-0.09796459,0.25487706,0.050513025,0.10471184,-0.15443219,0.32517877,-1.1982483,-0.5133754,0.12417016,-0.8401469,0.3044134,0.49565187,-0.97053635,0.28059685,-0.7537742
0.014050445,0.05319483,0.09789309,0.24131128,-0.14027676,0.45866546,-1.4298631,-0.4691784,0.16986479,-0.84591657,0.5775035,0.5050876,-0.9874017,0.34171596,-0.7980732
0.08966841,0.030284703,0.2866324,0.37397,-0.091142334,0.3733101,-1.5137349,-0.46506962,0.24048522,-0.7950651,0.833062,0.9421266,-1.0581839,0.06107329,-0.91197455
-0.018766014,-0.6775329,0.28394789,0.30892897,-0.41046208,-0.116863064,-2.0211995,-0.56678635,0.07140358,-0.8581265,0.9252227,0.577648,-1.0831014,-0.36150086,-1.5017565
-0.9725592,-1.5707031,-0.5266485,-1.092892,-1.5184168,-0.61024714,-2.1384857,-1.1481235,-0.6452304,-1.6475949,-0.23084785,-0.75791186,-1.3723133,-1.1221067,-1.7488639
-1.537817,-1.8755618,-0.7742109,-1.8007025,-1.881687,-1.4017373,-2.1106584,-1.3772049,-0.8366031,-1.968535,-1.1242424,-1.3537999,-1.4105371,-1.6186213,-1.5258096
-0.054194994,-0.3106053,0.11619727,0.18838255,-0.3510727,0.38662603,-1.3666885,-0.66839385,-0.16011564,-1.0085332,0.52652305,0.33245495,-1.1079316,0.19150995,-0.8980794
-0.16225027,-0.14255708,0.23744877,0.2614566,-0.2033232,0.8145067,-0.9857696,-0.58739924,0.13428065,-0.732675,0.81065077,0.29272154,-1.0425282,0.44101283,-0.864683
-0.022473503,-0.08446966,0.46173668,0.39858654,-0.103220865,0.79935586,-0.941737,-0.541138,0.15984339,-0.73629767,0.92091495,0.3599382,-1.042677,0.28506678,-0.7674586
0.12716094,0.020779438,0.3684396,0.34781173,-0.27776206,0.86680907,-0.8711567,-0.50400925,0.12620454,-0.77239054,1.0563664,0.5410694,-1.0442041,0.21704799,-0.75378805
-0.12968609,-0.17611016,0.058440268,0.17351659,-0.6942166,0.76451164,-0.8171005,-0.5710974,-0.17278063,-0.9513759,0.9991018,0.524983,-1.1346415,0.13263234,-0.963186
-1.0649858,-1.3507415,-0.86288846,-1.1867439,-2.044776,-0.35329217,-1.2511477,-1.1282079,-0.98663807,-1.7666061,-0.28441083,-0.95834154,-1.3391061,-0.9858187,-1.450854
-1.7543911,-1.6077083,-0.9135672,-1.8697345,-1.9111819,-0.9848506,-1.3514907,-1.343768,-1.0905844,-2.1848207,-1.0753229,-1.4094492,-1.367974,-1.3484743,-1.4047426
-0.29831955,-0.23062263,-0.13190436,0.041262247,-0.718645,0.69850636,-0.7376623,-0.5810356,-0.105457544,-1.0544201,0.8602266,0.17065026,-1.0676135,0.3105418,-0.89363956
-0.10963355,-0.20767252,0.15146653,0.41218373,-0.30341274,1.0237886,-0.7252613,-0.49740466,-0.061188903,-0.8353167,1.2091233,0.3501614,-0.9624011,0.53542894,-0.8290388
-0.12012313,-0.23525341,0.21350193,0.41038388,-0.7095113,1.1009021,-0.75626004,-0.4681463,-0.124083616,-0.6653212,1.2284303,0.112301126,-1.0641148,0.5894528,-0.90021485
-0.13929099,-0.0966559,-0.13783951,0.2058506,-0.758978,0.9351363,-0.7310153,-0.41736004,-0.054816075,-0.72368604,1.2911628,0.16439794,-1.0744206,0.59253234,-0.8952554
-0.21495092,-0.3065429,-0.10426528,0.20081753,-0.7421148,1.0348248,-0.7953642,-0.4666742,-0.3164155,-0.9032084,1.3293059,0.3413791,-1.2056671,0.5149329,-1.0381275
-1.167354,-1.3755605,-0.6454012,-1.1756665,-2.17623,0.05450676,-1.234193,-0.9321699,-0.99136186,-1.5654815,-0.016233457,-0.8983151,-1.447076,-0.60194683,-1.5368669
-1.6537079,-1.7311954,-0.75187564,-1.6838001,-1.9042419,-0.5769079,-1.3873799,-1.180283,-1.1964036,-1.9815499,-0.6812338,-1.2753842,-1.5217036,-1.2932147,-1.4881845
0.02972162,-0.4761753,0.17495003,0.27176315,-0.79767567,1.3615832,-0.9626655,-0.5319982,-0.16258024,-0.99994594,0.708219,0.30136126,-1.2964715,0.17471455,-1.1118609
0.26786482,-0.2766057,0.17196047,0.30154008,-0.90979725,1.305898,-1.0282998,-0.51065326,0.16458519,-0.84122086,1.7693783,0.3341316,-1.3018105,0.32046536,-1.1323596
0.08650889,-0.33802432,-0.056798946,0.15762103,-0.9744756,0.84877783,-1.006285,-0.6151969,0.023916595,-0.80526245,1.556934,0.26702818,-1.3139362,0.4017663,-1.1171296
-0.108580545,-0.41451296,0.32981518,0.23538716,-0.7324646,0.67174613,-0.9917374,-1.2061025,0.00013780907,-0.7888937,0.990614,0.20231216,-1.268876,0.69956774,-1.1366025
-0.30982018,-0.59263575,-0.27669993,0.030582717,-1.3267335,0.5116134,-0.82446533,-0.9054274,-0.24272041,-0.7316019,0.5692176,0.05531557,-1.2790755,0.84854454,-1.2824814
-1.2457098,-1.426499,-1.1469826,-1.3468361,-2.2865348,-0.51348263,-1.2982138,-1.1436216,-0.9461424,-1.5791671,-0.8095348,-0.8371802,-1.495169,-0.3562142,-1.6237226
-1.7167717,-1.7652764,-1.3477058,-1.8200461,-2.412616,-1.1354802,-1.4042611,-1.3048985,-1.1121405,-2.0058346,-1.5227734,-1.381056,-1.5424122,-0.98811585,-1.6370276
-0.24254382,-0.65072316,-0.56662524,0.048966687,-1.4781337,0.8361069,-0.9167881,-0.50235426,-0.019473933,-0.70436525,0.59478354,0.23519574,-1.287288,0.67732525,-1.3031768
-0.1885374,-0.5979977,-0.43571493,0.25928438,-1.3524597,1.1755073,-0.9780448,-0.35149863,0.22181545,-0.4715763,1.0940466,0.55641705,-1.4672881,0.7703796,-1.3480096
-0.16747384,-0.5899948,-0.30127347,0.41360468,-1.3231803,1.3613111,-1.0675299,-0.3506381,0.30739573,-0.6115176,1.3480742,0.7551408,-1.4071382,0.66779286,-1.3049892
-0.09345686,-1.6487759,0.4218931,0.32971844,-1.4036286,1.3305659,-1.0596263,-0.38527068,0.11799481,-0.61446965,1.4699565,0.6891458,-1.4024564,0.58871955,-1.3582238
-0.27220127,-1.158239,0.10114145,0.10466092,-1.4135367,0.9986187,-0.9335524,-0.51726586,-0.050746504,-0.81854546,1.3481917,0.54021674,-1.4247637,0.5049185,-1.3855507
-1.2411176,-1.6737173,-0.9340354,-1.2746904,-2.140072,-0.3648881,-1.2528723,-1.0714283,-0.70125026,-1.5966097,-0.14408012,-0.78207046,-1.6053195,-0.57016546,-1.5413628
-1.7570026,-2.000755,-1.1872375,-1.8661537,-2.213919,-1.065533,-1.3802991,-1.2994465,-0.85848236,-2.1082082,-1.1167299,-1.2220085,-1.6751904,-1.1003953,-1.7278736
-0.28100544,-0.93238807,-0.11913142,0.101553805,-1.2619448,0.42092606,-0.94889355,-0.5923996,-0.19782323,-1.0478454,0.94669145,0.2536416,-1.412718,0.82030344,-1.3424459
-0.3043019,-0.95196694,0.12216727,0.20319226,-1.4199423,1.3142118,-0.984607,-0.55009526,-0.050289385,-0.8227051,1.3367764,0.1788077,-1.4265789,0.9272545,-1.4747247
-0.22569326,-1.0034738,0.17582697,0.15831551,-1.3755176,1.3173219,-0.95126545,-0.5483154,-0.096368864,-0.9108562,1.3074247,0.20793964,-1.3817295,0.8330348,-1.4137908
-0.31934115,-0.931535,-0.025704121,0.08975055,-1.3046614,1.317236,-0.9608351,-0.56131864,-0.041989747,-0.8087506,1.1196464,0.22774972,-1.350945,0.9191821,-1.4077773
-0.54282373,-0.9912875,-0.15871678,-0.121880315,-1.3267596,1.2203707,-0.89094007,-0.6516948,-0.20439352,-0.98880994,1.0884438,-0.0042845584,-1.3347784,0.7909804,-1.3956245
-1.3916792,-1.6326088,-0.7554257,-1.3806545,-2.141005,0.024349524,-1.2560291,-1.1112909,-1.0192282,-1.7985386,-0.15487325,-1.0977775,-1.5327567,-0.804522,-1.7134444
-1.7942429,-2.0058327,-0.9597778,-1.971556,-2.285542,-0.7979718,-1.4341035,-1.412916,-1.2634662,-2.2457342,-1.0778888,-1.5902393,-1.5899428,-1.5171174,-1.7757695
-0.6891723,-1.0480754,-1.8984698,-0.2835516,-1.2620621,0.7159355,-0.8819415,-0.95769376,-0.10552981,-2.1287365,0.48809448,-0.3460547,-1.2720803,-0.07393724,-1.3828391
-0.68950945,-0.72420615,-0.96647733,-0.00783943,-1.0477915,0.9238992,-0.8275167,-0.8848302,0.007379507,-1.0054475,0.5864803,-0.08827043,-1.2045449,0.19595778,-1.3774861
-0.5682682,-0.6409332,-0.6995459,0.124655284,-0.8651594,1.0335497,-0.94513977,-0.836225,-0.2796751,-1.091586,0.5901398,0.030446878,-1.2195524,0.2066637,-1.2801353
-0.44904947,-0.88019,-0.7461102,0.098029874,-0.93541193,1.0135546,-0.8453087,-0.8365908,-0.22164738,-0.8704701,0.58427596,-0.19280513,-1.2236521,0.19109094,-1.2305113
-0.37684426,-0.84196615,-0.70439845,-0.23648365,-1.2136236,0.6762894,-0.7648603,-1.0167943,-0.2546325,-0.92964,0.12648658,-0.36722836,-1.2621775,0.23007233,-1.3372055
-1.4266441,-1.6116484,-1.1848438,-1.5401528,-2.1888306,-0.5144716,-1.1556504,-1.3369995,-0.97434956,-1.6725509,-1.1655399,-1.2887994,-1.4383732,-0.5394799,-1.662205
-1.9212133,-1.9713053,-1.5207369,-2.0414784,-1.9708083,-1.2032915,-1.2975316,-1.4942732,-1.60716,-2.0923755,-1.8004233,-1.5149218,-1.4474661,-0.93350524,-1.6395565
-0.57635653,-0.73980457,-0.7355213,-0.09195241,-0.6501173,0.36191505,-0.8282195,-1.038147,-0.50765413,-1.0937322,-0.91159666,-0.3721171,-1.1429038,0.42930934,-1.1298445
-0.26958925,-0.6064062,-0.5696651,-0.091945894,-0.6177293,0.40955925,-0.68676585,-1.019419,-0.11347988,-0.84054947,-0.7224977,-0.45186836,-1.0039887,0.466726,-0.98716897
-0.2716113,-0.51781225,-0.7066294,-0.11861571,-0.3298204,-0.00268348,-0.61801565,-1.079291,0.03530937,-0.6426458,-0.8792334,-0.5551807,-0.87422097,0.26952103,-0.90853244
-0.509291,-0.43929195,-0.7391564,-0.14599836,-0.23590635,-0.032496713,-0.5471461,-1.0585339,-0.041120037,-0.5416142,-1.1803714,-0.23103242,-0.85965186,0.26607162,-0.9319533
-0.51388264,-0.64905804,-0.7745239,-0.19033161,-0.60063547,0.050737526,-0.6845257,-1.002319,-0.32682174,-0.68719065,-1.4057115,-0.25973803,-0.8803989,0.2599682,-0.9822237
-1.4494351,-1.5356067,-1.3470483,-1.3878349,-1.8889629,-0.831139,-1.0459838,-1.2665703,-0.9932441,-1.5641403,-1.8683382,-1.192706,-1.2483835,-0.74382925,-1.3400153
-1.977621,-1.921057,-1.4220966,-2.0320246,-1.8818439,-1.502988,-1.1876683,-1.4911147,-0.8883298,-1.948946,-2.2156446,-1.6799659,-1.3888003,-1.4158572,-1.3500047
-1.7834586,-1.8835233,-0.63148797,-0.48090383,-0.38182995,-1.2396978,-0.6131668,-1.4118178,-0.15578642,-0.83223104,-2.2119012,-0.41918328,-1.0192351,-1.5165232,-0.7364647
-0.3603304,-0.50586975,-0.29672596,-0.10419793,-0.13993458,0.0427106,-0.6357555,-0.8989473,0.01334059,-0.5273917,-1.4187682,-0.28591433,-0.991876,-0.72296244,-0.7064405
-0.30392274,-0.1889457,-0.27254835,-0.070069976,-0.1088067,0.21752045,-0.6314008,-0.8597897,-0.00083945884,-0.3200957,-1.2947999,-0.2645695,-1.0222296,-0.564166,-0.63655686
-0.19687851,-0.21713684,-0.19166146,0.0013303526,-0.16793114,0.379273,-0.6257346,-0.87144136,0.091086745,-0.45628068,-1.2168736,-0.1432949,-1.0613893,-0.6465292,-0.5844181
-0.28306997,-0.15068091,-0.30731487,-0.14949091,-0.3094668,0.4479584,-0.6673953,-0.872567,-0.07676637,-0.538931,-1.1128515,0.025614759,-1.1356643,-0.5579235,-0.71859336
-1.220644,-1.3749921,-0.7855139,-1.2829567,-1.3577318,-0.39796934,-1.1033018,-1.269378,-1.2791517,-1.347184,-1.295195,-1.1218508,-1.3402231,-1.4764804,-1.3183084
-1.5686119,-1.7159626,-1.1585838,-1.8999786,-1.546813,-1.2111458,-1.2087842,-1.5250032,-1.351135,-1.8181282,-1.6304716,-1.3634348,-1.3973866,-1.8116493,-1.2517967
-0.21385546,-0.21075907,-0.37606865,0.05833836,-0.088353194,0.5734759,-0.6643412,-0.8069549,-0.21775764,-0.6572708,-0.62640065,0.15416616,-1.0263437,-0.46044174,-0.718509
-0.22687264,0.077811025,-0.3659465,0.16722006,0.0061749173,0.7801207,-0.69817173,-0.60840136,0.04740968,-0.43816745,-0.32761803,0.27822652,-0.9954353,-0.19007862,-0.7723759
-0.065021254,0.1653482,-0.009524573,0.21999723,-0.048436124,0.75112444,-0.70943415,-0.5149563,0.12961951,-0.6048092,-0.17914377,0.5326282,-1.0154636,-0.13895997,-0.721558
-0.027528722,0.37344915,0.1843912,0.25217968,0.020785809,0.6814924,-0.5112628,-0.42044437,0.21624006,-0.58079267,0.041317515,0.7779065,-0.96831703,-0.23549159,-0.71491253
-0.1780898,0.23131667,0.11912514,0.16495958,-0.49912548,0.6552771,-0.5621091,-0.45067608,-0.38791487,-0.8088851,0.14368223,0.62246865,-1.0494603,-0.13907865,-0.8642477
-1.2224978,-0.96858114,-0.81123686,-1.1031737,-1.749758,-0.32039702,-1.0477524,-0.92016774,-0.7785754,-1.5768864,-0.67855865,-0.6883644,-1.3209422,-1.0823708,-1.3926457
-1.63711,-1.541659,-1.1020945,-1.6685553,-1.7098932,-0.8257781,-1.1675013,-1.255818,-0.9383444,-1.9261363,-1.1662971,-1.0330049,-1.2278646,-1.6441242,-1.2519512
0.10390694,-0.05948788,0.21607617,0.30095276,-0.5166731,0.96198255,-0.5083171,-0.5755019,-1.3120376,-0.7316019,0.5877501,0.39316353,-0.9139784,-0.38339388,-0.6757416
0.020748608,0.012249072,0.3501537,0.20206796,-0.20605308,0.9966837,-0.5763673,-0.4707556,-0.34960645,-0.4688931,0.9601014,0.32867464,-0.8939338,-0.16032925,-0.6957767
-0.014721841,0.070458345,0.30534506,0.1605073,-0.07568326,1.0242186,-0.613685,-0.41970834,-0.266374,-0.52766055,0.9354519,0.36272398,-0.93783695,-0.12771639,-0.61188537
0.07568214,0.054859966,0.14757545,0.15743808,-0.27004066,1.0829998,-0.49602658,-0.39972264,-0.46434426,-0.5107548,0.8097761,0.4926103,-0.97887635,0.031519506,-0.6627738
-0.0494345,-0.0483984,0.049791485,-0.02132235,-0.63545525,1.1669792,-0.5528562,-0.4461354,-0.43822524,-0.735359,0.842661,0.33668956,-0.98138905,0.115655266,-0.84804815
-1.1361799,-1.1163183,-0.93993056,-1.4160831,-1.8737444,0.115380906,-0.9555498,-0.9761957,-0.79408187,-1.3544292,-0.4147391,-0.81759727,-1.2803564,-0.9499446,-1.3413782
-1.5307816,-1.4360043,-0.9352431,-1.7398609,-1.6529816,-0.3882661,-1.1630914,-1.219254,-0.9565306,-1.8409373,-1.088312,-1.1295813,-1.2771921,-1.3468752,-1.3620874
0.0063836933,-0.0071270447,0.14168316,0.08173646,-0.33083647,1.6959815,-0.6280729,-0.48920682,-0.09551764,-0.5562392,0.63571936,0.33168757,-0.92324764,0.59286785,-0.5906279
0.24044028,0.32287624,0.030389853,0.1434306,-0.23346172,1.9602606,-0.5182934,-0.37857994,0.23367375,-0.30064127,0.6233607,0.60635364,-0.9240231,0.9804477,-0.62753695
0.072269864,0.18188149,-0.19675224,0.19351095,0.057758044,1.7992034,-0.5794008,-0.4105565,0.42614007,-0.33472073,0.6474715,0.5667341,-1.0037525,0.65150076,-0.624488
0.111489765,0.14333205,-0.24277605,0.28548646,-0.11595645,1.1415083,-0.55884707,-0.42887953,-0.031556595,-0.51316994,0.5190022,0.7013959,-1.010491,0.3848735,-0.67443496
-0.06363107,0.0020126333,-0.3339102,0.05593224,-0.42941034,0.9958237,-0.45918038,-0.4725508,-0.500941,-0.5908556,0.658282,0.4397461,-1.095527,0.29143533,-0.70614547
-1.118192,-1.0859346,-1.0942523,-1.38289,-1.7777952,-0.21656637,-0.8700322,-1.0007185,-0.6370199,-1.614723,-0.6100548,-0.81344795,-1.3116436,-0.8954044,-1.2585548
-1.5866418,-1.3880714,-1.1931349,-1.8992965,-1.8759903,-0.9016022,-1.1462919,-1.221711,-1.1707691,-1.8100779,-1.3210386,-1.0826291,-1.3934548,-1.4184694,-1.3109745
0.05668311,-0.002008825,-0.09929104,0.12025985,-0.32684883,0.9122313,-0.57805085,-0.49651676,-0.2672706,-0.49009207,0.4972645,0.6840019,-0.98803604,0.14411326,-0.55155545
0.130784,0.24764624,-0.0066806832,0.31153697,-0.06763594,0.72833437,-0.48252195,-0.42519534,0.25510475,-0.64184076,0.77143985,0.9928878,-0.9915041,0.1684573,-0.558763
0.19060393,0.28006163,0.047593728,0.35546583,-0.09739975,0.13202198,-0.51523036,-0.46413898,0.25230822,-0.5025701,0.86063904,0.9734188,-1.031077,-0.02203624,-0.597709
0.22599044,0.19609845,0.09289886,0.32360545,-0.085554175,-0.037771627,-0.52747834,-0.5254984,0.31722805,-0.39415872,0.80255806,0.9231125,-1.0230986,-0.02060491,-0.61784256
0.059969,-0.09052184,0.008428264,0.011643398,-0.59872997,-0.06589375,-0.4726253,-0.607642,-0.1986837,-0.6945704,0.6607971,0.58108723,-1.0530503,-0.085327305,-0.74889874
-0.95971084,-0.9812549,-1.0353185,-1.5260258,-1.7780857,-1.074692,-0.88470286,-1.1297034,-0.82400113,-1.4704877,-0.7766416,-0.65144473,-1.2652665,-1.0818266,-1.1198834
-1.5041153,-1.4723192,-1.1420758,-2.5076153,-1.7925369,-1.7098907,-1.0663615,-1.3151095,-0.8933582,-1.7794867,-1.567621,-1.1931609,-1.3227895,-1.6173782,-1.0882431
0.14089444,-0.15206234,-0.095418826,-0.0937647,-0.22475909,-0.16366138,-0.43415254,-0.6213422,-0.15252353,-0.7338826,0.03910447,0.44005919,-0.9446123,-0.054726012,-0.56237406
0.1780503,-0.026787825,0.014573648,0.12051266,-0.14961436,0.12902607,-0.3669774,-0.5218299,-0.0037073998,-0.5781087,0.3818936,0.44886944,-0.94758856,0.10456636,-0.59460413
0.17476441,0.03032469,0.14734866,0.06569585,-0.07141443,0.10695287,-0.3421575,-0.5079311,-0.018012652,-0.4753334,0.46332747,0.4661782,-0.89980376,0.13255543,-0.53920573
0.12606597,0.056566037,0.068255626,0.037857916,-0.21071288,0.20687118,-0.3490392,-0.5045507,-0.08464501,-0.59313625,0.3527778,0.47353962,-0.92109346,0.040409453,-0.48805058
-0.06514764,-0.079269566,-0.046394017,-0.032645445,-0.61297834,0.098080724,-0.2302971,-0.5623041,-0.34213957,-0.51397496,0.281279,0.29013494,-0.8936926,0.044026647,-0.67905724
-1.1798656,-1.2846513,-0.8484616,-1.4034208,-1.7819426,-1.0830052,-0.73673093,-1.1026337,-1.0620903,-1.1995941,-0.9869738,-0.8888221,-1.0743697,-1.1161637,-1.1289735
-1.6204278,-1.626597,-1.0724496,-1.9037613,-2.0420542,-1.7282518,-1.0081795,-1.3293785,-1.300565,-1.8208114,-1.6423163,-1.2177452,-1.2813764,-1.7258098,-1.24539
-0.05533242,-0.15141208,-0.070940696,0.08318937,-0.18830737,-0.03352872,-0.46115422,-0.6029961,0.014622046,-0.5849515,0.0863166,0.36431536,-0.90503675,-0.24241908,-0.5326166
0.10651897,0.0031903188,0.04353927,0.2673239,-0.30509865,0.21408042,-0.4286881,-0.50371355,-0.16522466,-0.4310566,0.37793127,0.36758408,-0.7719574,0.16388343,-0.56220543
